receipt_id,execution_id,trip_plan_id,trip_no,tanker_number,delivery_point,ack_date,chamber,qty_litres,qty_kgs,fat_pct,snf_pct,kg_fat,kg_snf,temperature,description
3570,1306,2249,26,TN863039,S K A Dairy,2026-08-02,FC,19411.76,19964.9952,4.000,8.330,798.5998,1663.0841,5,singal kata
3571,1306,2249,26,TN863039,S K A Dairy,2026-08-02,MC,,,,,,,,
6468,1301,2250,27,TN86A9787,Balaji Dairy,2026-08-03,BC,9878.46,10159.9961,4.110,8.570,417.5758,870.7117,,
6469,1301,2250,27,TN86A9787,Balaji Dairy,2026-08-03,FC,11249.39,11569.9976,4.140,8.540,478.9979,988.0778,,
6470,1301,2250,27,TN86A9787,Balaji Dairy,2026-08-03,MC,,,,,,,,
3992,1298,2251,28,TS08UB0037,ARVAIS Dairy(HYD),2026-08-04,BC,6942.15,7140.0013,4.400,8.530,314.1601,609.0421,4.0,
3990,1298,2251,28,TS08UB0037,ARVAIS Dairy(HYD),2026-08-04,FC,4239.18,4359.9966,4.300,8.390,187.4799,365.8037,4.0,
3991,1298,2251,28,TS08UB0037,ARVAIS Dairy(HYD),2026-08-04,MC,,,,,,,,
4313,1290,2252,29,TN28BF6792,Bathalapalli ,2026-08-06,BC,7924.16,8150.0000,4.300,8.260,350.4500,673.1900,,
4311,1290,2252,29,TN28BF6792,Bathalapalli ,2026-08-06,FC,7438.02,7650.0000,4.400,8.280,336.6000,633.4200,,
4312,1290,2252,29,TN28BF6792,Bathalapalli ,2026-08-06,MC,,,,,,,,
5004,1304,2253,30,AP39TD1229,Balaji Dairy,2026-08-03,BC,14982.98,15409.9949,4.120,8.410,634.8918,1295.9806,,
5005,1304,2253,30,AP39TD1229,Balaji Dairy,2026-08-03,FC,15051.05,15480.0049,4.100,8.350,634.6802,1292.5804,,
5006,1304,2253,30,AP39TD1229,Balaji Dairy,2026-08-03,MC,,,,,,,,
4319,1303,2254,31,TN76AL9919,ARVAIS Dairy(HYD),2026-08-06,BC,10228.49,10520.0000,4.000,8.330,420.8000,876.3160,,
4317,1303,2254,31,TN76AL9919,ARVAIS Dairy(HYD),2026-08-06,FC,8624.21,8870.0000,4.300,8.390,381.4100,744.1930,,
4318,1303,2254,31,TN76AL9919,ARVAIS Dairy(HYD),2026-08-06,MC,,,,,,,,
3698,1302,2255,32,TN30CL2599,Balaji Dairy,2026-08-03,BC,14185.71,14590.0027,4.040,8.200,589.4361,1196.3802,,
3696,1302,2255,32,TN30CL2599,Balaji Dairy,2026-08-03,FC,12386.97,12739.9986,3.990,8.250,508.3259,1051.0499,,
3697,1302,2255,32,TN30CL2599,Balaji Dairy,2026-08-03,MC,,,,,,,,
3677,1299,2256,33,AP03TE2079,Balaji Dairy,2026-08-03,BC,10364.61,10660.0014,3.890,8.170,414.6741,870.9221,,
3675,1299,2256,33,AP03TE2079,Balaji Dairy,2026-08-03,FC,8770.05,9019.9964,3.930,8.070,354.4859,727.9137,,
3676,1299,2256,33,AP03TE2079,Balaji Dairy,2026-08-03,MC,,,,,,,,
7212,1297,2257,34,RJ32GB7005,Balaji Dairy,2026-08-03,BC,14963.54,15390.0009,3.960,8.170,609.4440,1257.3631,,
7213,1297,2257,34,RJ32GB7005,Balaji Dairy,2026-08-03,FC,14137.09,14539.9971,3.830,8.210,556.8819,1193.7338,,
7214,1297,2257,34,RJ32GB7005,Balaji Dairy,2026-08-03,MC,,,,,,,,
5007,1296,2258,35,TG12T4949,Balaji Dairy,2026-08-03,BC,14419.06,14830.0032,3.860,8.320,572.4381,1233.8563,,
5008,1296,2258,35,TG12T4949,Balaji Dairy,2026-08-03,FC,13553.72,13940.0010,3.890,8.310,542.2660,1158.4141,,
5009,1296,2258,35,TG12T4949,Balaji Dairy,2026-08-03,MC,,,,,,,,
3443,1295,2259,36,TN52Q9387,S K A Dairy,2026-08-01,BC,,,,,,,,
3441,1295,2259,36,TN52Q9387,S K A Dairy,2026-08-01,FC,18930.48,19469.9987,3.800,8.160,739.8599,1588.7519,5,SINGAL KATA
3442,1295,2259,36,TN52Q9387,S K A Dairy,2026-08-01,MC,,,,,,,,
3686,1294,2260,37,TN24BC6019,S K A Dairy,2026-08-03,BC,11570.25,11900.0021,3.800,8.160,452.2001,971.0402,5,
3684,1294,2260,37,TN24BC6019,S K A Dairy,2026-08-03,FC,10228.49,10520.0020,4.000,8.330,420.8001,876.3162,5,
3685,1294,2260,37,TN24BC6019,S K A Dairy,2026-08-03,MC,,,,,,,,
4322,1293,2261,38,AP02TC1483,Bathalapalli ,2026-08-06,BC,5026.74,5170.0000,4.000,8.080,206.8000,417.7360,,
4320,1293,2261,38,AP02TC1483,Bathalapalli ,2026-08-06,FC,2421.00,2490.0000,5.500,8.520,136.9500,212.1480,,
4321,1293,2261,38,AP02TC1483,Bathalapalli ,2026-08-06,MC,3714.15,3820.0000,4.000,8.200,152.8000,313.2400,,
3710,1291,2263,40,AP03TJ0033,Balaji Dairy,2026-08-03,BC,12639.77,13000.0034,3.950,8.290,513.5001,1077.7003,,
3708,1291,2263,40,AP03TJ0033,Balaji Dairy,2026-08-03,FC,9684.01,9960.0043,4.050,8.220,403.3802,818.7124,,
3709,1291,2263,40,AP03TJ0033,Balaji Dairy,2026-08-03,MC,,,,,,,,
4325,1316,2266,43,AP03TE6660,NARMUL,2026-08-06,BC,2333.50,2400.0000,4.500,8.310,108.0000,199.4400,,
3851,1443,2360,43,AP03TE5699,S K A Dairy,2026-08-03,BC,11210.50,11529.9992,4.000,8.200,461.2000,945.4599,5,
4323,1316,2266,43,AP03TE6660,NARMUL,2026-08-06,FC,,,,,,,,
3849,1443,2360,43,AP03TE5699,S K A Dairy,2026-08-03,FC,12912.01,13280.0023,3.800,8.160,504.6401,1083.6482,5,
3850,1443,2360,43,AP03TE5699,S K A Dairy,2026-08-03,MC,,,,,,,,
4324,1316,2266,43,AP03TE6660,NARMUL,2026-08-06,MC,,,,,,,,
3653,1314,2267,44,AP03TE9069,Balaji Dairy,2026-08-03,BC,1983.47,2039.9989,5.810,8.620,118.5239,175.8479,,
3651,1314,2267,44,AP03TE9069,Balaji Dairy,2026-08-03,FC,3004.38,3090.0048,4.320,8.850,133.4882,273.4654,,
3652,1314,2267,44,AP03TE9069,Balaji Dairy,2026-08-03,MC,3052.99,3140.0002,3.770,8.610,118.3780,270.3540,,
3749,1419,2369,46,SALE TANKER,Milma Plant,2026-08-03,BC,,,,,,,,
3746,1418,2364,46,SALE TANKER,Milma Plant,2026-08-03,BC,,,,,,,,
3744,1418,2364,46,SALE TANKER,Milma Plant,2026-08-03,FC,14866.31,15289.9998,4.100,8.470,626.8900,1295.0630,,
3747,1419,2369,46,SALE TANKER,Milma Plant,2026-08-03,FC,14798.25,15220.0001,3.900,8.430,593.5800,1283.0460,,
3748,1419,2369,46,SALE TANKER,Milma Plant,2026-08-03,MC,,,,,,,,
3745,1418,2364,46,SALE TANKER,Milma Plant,2026-08-03,MC,,,,,,,,
3752,1420,2365,47,SALE TANKER,Milma Plant,2026-08-03,BC,,,,,,,,
3750,1420,2365,47,SALE TANKER,Milma Plant,2026-08-03,FC,22508.51,23150.0025,4.100,8.470,949.1501,1960.8052,,
3751,1420,2365,47,SALE TANKER,Milma Plant,2026-08-03,MC,,,,,,,,
3755,1423,2366,48,SALE TANKER,Milma Plant,2026-08-03,BC,,,,,,,,
3753,1423,2366,48,SALE TANKER,Milma Plant,2026-08-03,FC,14846.86,15269.9955,3.900,8.300,595.5298,1267.4096,,
3754,1423,2366,48,SALE TANKER,Milma Plant,2026-08-03,MC,,,,,,,,
3878,1349,2268,1,TN36AU2208,Balaji Dairy,2026-08-03,BC,9985.41,10269.9942,4.000,8.170,410.7998,839.0585,5.1,
3876,1349,2268,1,TN36AU2208,Balaji Dairy,2026-08-03,FC,8264.46,8499.9971,4.000,8.160,339.9999,693.5998,5.4,
3877,1349,2268,1,TN36AU2208,Balaji Dairy,2026-08-03,MC,,,,,,,,
3857,1402,2269,2,AP02TC1483,Bathalapalli ,2026-08-03,BC,5055.91,5200.0034,4.100,8.350,213.2001,434.2003,,
3855,1402,2269,2,AP02TC1483,Bathalapalli ,2026-08-03,FC,4171.12,4289.9969,4.200,8.240,180.1799,353.4957,,
3856,1402,2269,2,AP02TC1483,Bathalapalli ,2026-08-03,MC,1623.72,1669.9960,6.800,8.910,113.5597,148.7966,,
3893,1403,2270,3,AP39UE0787,Balaji Dairy,2026-08-04,BC,5853.18,6019.9956,3.820,8.170,229.9638,491.8336,5.0,
3891,1403,2270,3,AP39UE0787,Balaji Dairy,2026-08-04,FC,7418.57,7629.9992,3.870,8.210,295.2810,626.4229,5.4,
3892,1403,2270,3,AP39UE0787,Balaji Dairy,2026-08-04,MC,6757.41,6949.9962,3.819,8.210,265.4204,570.5947,5.4,
3875,1404,2271,4,AP03TE5888,Balaji Dairy,2026-08-03,BC,7943.61,8170.0029,3.890,8.120,317.8131,663.4042,5.1,
3873,1404,2271,4,AP03TE5888,Balaji Dairy,2026-08-03,FC,13417.60,13800.0016,3.920,8.200,540.9601,1131.6001,5.4,
3874,1404,2271,4,AP03TE5888,Balaji Dairy,2026-08-03,MC,,,,,,,,
3797,1406,2272,5,AP26TF4985,Balaji Dairy,2026-08-03,BC,11677.20,12010.0002,3.900,8.150,468.3900,978.8150,5.2,
3795,1406,2272,5,AP26TF4985,Balaji Dairy,2026-08-03,FC,8663.10,8909.9984,3.850,8.170,343.0349,727.9469,5.0,
3796,1406,2272,5,AP26TF4985,Balaji Dairy,2026-08-03,MC,,,,,,,,
3782,1407,2273,6,AP07TJ2180,Balaji Dairy,2026-08-03,BC,9090.91,9350.0009,3.890,8.170,363.7150,763.8951,5.0,
3780,1407,2273,6,AP07TJ2180,Balaji Dairy,2026-08-03,FC,7710.26,7930.0024,3.740,8.040,296.5821,637.5722,5.5,
3781,1407,2273,6,AP07TJ2180,Balaji Dairy,2026-08-03,MC,,,,,,,,
3665,1356,2274,7,AP03TF2538,Balaji Dairy,2026-08-03,BC,8789.50,9040.0008,3.820,8.020,345.3280,725.0081,,
3663,1356,2274,7,AP03TF2538,Balaji Dairy,2026-08-03,FC,7253.28,7459.9985,3.810,7.930,284.2259,591.5779,,
3664,1356,2274,7,AP03TF2538,Balaji Dairy,2026-08-03,MC,3023.82,3109.9989,3.920,8.050,121.9120,250.3549,,
3641,1351,2275,8,TN28AR1990,Balaji Dairy,2026-08-02,BC,9664.56,9940.0000,3.820,8.120,379.7080,807.1280,,
3639,1351,2275,8,TN28AR1990,Balaji Dairy,2026-08-02,FC,10111.81,10399.9966,3.720,8.110,386.8799,843.4397,,
3640,1351,2275,8,TN28AR1990,Balaji Dairy,2026-08-02,MC,,,,,,,,
3903,1352,2277,9,AP07TN0549,Balaji Dairy,2026-08-02,BC,9946.52,10229.9958,4.010,8.230,410.2228,841.9287,4.0,
3904,1352,2277,9,AP07TN0549,Balaji Dairy,2026-08-02,FC,9372.87,9639.9968,4.200,8.290,404.8799,799.1557,4.0,
3905,1352,2277,9,AP07TN0549,Balaji Dairy,2026-08-02,MC,,,,,,,,
3659,1354,2278,10,TN25BB1990,Balaji Dairy,2026-08-03,BC,5104.52,5249.9988,4.000,8.230,210.0000,432.0749,,
3657,1354,2278,10,TN25BB1990,Balaji Dairy,2026-08-03,FC,4958.68,5100.0024,3.890,8.170,198.3901,416.6702,,
3658,1354,2278,10,TN25BB1990,Balaji Dairy,2026-08-03,MC,3811.38,3920.0043,3.900,8.100,152.8802,317.5204,,
3788,1405,2279,11,AP39TB8024,Balaji Dairy,2026-08-03,BC,9372.87,9639.9968,4.200,8.280,404.8799,798.1917,4.8,
3786,1405,2279,11,AP39TB8024,Balaji Dairy,2026-08-03,FC,6961.59,7159.9953,4.150,8.250,297.1398,590.6996,4.6,
3787,1405,2279,11,AP39TB8024,Balaji Dairy,2026-08-03,MC,,,,,,,,
3881,1408,2310,12,TN34AH5181,Balaji Dairy,2026-08-03,BC,10140.98,10429.9979,4.020,8.300,419.2859,865.6898,5.0,
3879,1408,2310,12,TN34AH5181,Balaji Dairy,2026-08-03,FC,9421.49,9690.0025,3.970,8.400,384.6931,813.9602,5.4,
3880,1408,2310,12,TN34AH5181,Balaji Dairy,2026-08-03,MC,,,,,,,,
3776,1409,2281,13,AP39TK3377,Balaji Dairy,2026-08-03,BC,10529.90,10830.0021,3.960,8.170,428.8681,884.8112,5.0,
3774,1409,2281,13,AP39TK3377,Balaji Dairy,2026-08-03,FC,8478.37,8720.0035,3.880,8.180,338.3361,713.2963,5.4,
3775,1409,2281,13,AP39TK3377,Balaji Dairy,2026-08-03,MC,,,,,,,,
3668,1358,2282,14,AP04TW4458,Balaji Dairy,2026-08-03,BC,11239.67,11560.0006,4.060,8.170,469.3360,944.4520,,
3666,1358,2282,14,AP04TW4458,Balaji Dairy,2026-08-03,FC,8711.72,8960.0040,4.080,8.270,365.5682,740.9923,,
3667,1358,2282,14,AP04TW4458,Balaji Dairy,2026-08-03,MC,,,,,,,,
3803,1410,2283,15,AP03TE9419,Balaji Dairy,2026-08-03,BC,8847.84,9100.0034,4.060,8.280,369.4601,753.4803,4.8,
3801,1410,2283,15,AP03TE9419,Balaji Dairy,2026-08-03,FC,7049.10,7249.9994,4.040,8.280,292.9000,600.2999,4.7,
3802,1410,2283,15,AP03TE9419,Balaji Dairy,2026-08-03,MC,4151.68,4270.0029,4.170,8.300,178.0591,354.4102,5.2,
3791,1411,2309,16,AP03TE6599,Balaji Dairy,2026-08-03,BC,6981.04,7179.9996,4.020,8.340,288.6360,598.8120,4.2,
3789,1411,2309,16,AP03TE6599,Balaji Dairy,2026-08-03,FC,6932.43,7130.0043,3.990,8.280,284.4872,590.3644,4.4,
3790,1411,2309,16,AP03TE6599,Balaji Dairy,2026-08-03,MC,6222.65,6399.9955,3.960,8.300,253.4398,531.1996,4.6,
3888,1422,2308,17,TN13H2455,Balaji Dairy,2026-08-03,BC,7749.15,7970.0008,4.160,8.200,331.5520,653.5401,5.2,
3889,1422,2308,17,TN13H2455,Balaji Dairy,2026-08-03,FC,8245.02,8480.0031,5.660,8.820,479.9682,747.9363,5,
3890,1422,2308,17,TN13H2455,Balaji Dairy,2026-08-03,MC,,,,,,,,
3897,1415,2286,18,TN34AC5878,Balaji Dairy,2026-08-03,BC,3189.11,3279.9996,4.070,8.210,133.4960,269.2880,4.9,
3898,1415,2286,18,TN34AC5878,Balaji Dairy,2026-08-03,FC,3052.99,3140.0002,7.640,8.860,239.8960,278.2040,4.7,
3899,1415,2286,18,TN34AC5878,Balaji Dairy,2026-08-03,MC,,,,,,,,
6450,1440,2287,19,TN24BD4749,S K A Dairy,2026-08-03,BC,,,,,,,,
6451,1440,2287,19,TN24BD4749,S K A Dairy,2026-08-03,FC,24628.10,25330.0008,3.800,8.160,962.5400,2066.9281,5,Single weight
6452,1440,2287,19,TN24BD4749,S K A Dairy,2026-08-03,MC,,,,,,,,
4644,1412,2288,20,TN52Q9387,Balaji Dairy,2026-08-03,BC,10306.27,10600.0000,4.080,8.240,432.4800,873.4400,5.1,
4645,1412,2288,20,TN52Q9387,Balaji Dairy,2026-08-03,FC,10354.89,10650.0000,3.920,8.130,417.4800,865.8450,5.6,
4646,1412,2288,20,TN52Q9387,Balaji Dairy,2026-08-03,MC,,,,,,,,
3933,1439,2289,21,TN52P3684,S K A Dairy,2026-08-03,BC,10024.31,10310.0000,4.000,8.330,412.4000,858.8230,4,
3934,1439,2289,21,TN52P3684,S K A Dairy,2026-08-03,FC,7311.62,7520.0000,4.000,8.450,300.8000,635.4400,5,
3935,1439,2289,21,TN52P3684,S K A Dairy,2026-08-03,MC,,,,,,,,
3818,1433,2290,22,TN28BZ3247,S K A Dairy,2026-08-03,BC,10627.13,10930.0032,4.000,8.450,437.2001,923.5853,5,
3816,1433,2290,22,TN28BZ3247,S K A Dairy,2026-08-03,FC,8658.24,8904.9998,4.100,8.350,365.1050,743.5675,5,
3817,1433,2290,22,TN28BZ3247,S K A Dairy,2026-08-03,MC,,,,,,,,
3830,1436,2291,23,TN86B1591,S K A Dairy,2026-08-03,BC,,,,,,,,
3828,1436,2291,23,TN86B1591,S K A Dairy,2026-08-03,FC,21385.51,21994.9970,4.000,8.330,879.7999,1832.1833,5,Single weight
3829,1436,2291,23,TN86B1591,S K A Dairy,2026-08-03,MC,,,,,,,,
3848,1442,2292,24,TN863039,S K A Dairy,2026-08-03,BC,,,,,,,,
3846,1442,2292,24,TN863039,S K A Dairy,2026-08-03,FC,17885.27,18395.0002,3.700,8.010,680.6150,1473.4395,5,"FC,MC&RC Single weight "
3847,1442,2292,24,TN863039,S K A Dairy,2026-08-03,MC,,,,,,,,
3827,1435,2293,25,TN24AR2944,S K A Dairy,2026-08-03,BC,,,,,,,,
3825,1435,2293,25,TN24AR2944,S K A Dairy,2026-08-03,FC,18444.34,18970.0037,4.000,8.330,758.8001,1580.2013,5,Single weight 
3826,1435,2293,25,TN24AR2944,S K A Dairy,2026-08-03,MC,,,,,,,,
3900,1434,2294,26,TN28BB2353,S K A Dairy,2026-08-03,BC,10354.89,10650.0044,3.900,8.300,415.3502,883.9504,5,
3901,1434,2294,26,TN28BB2353,S K A Dairy,2026-08-03,FC,8945.07,9200.0045,4.000,8.330,368.0002,766.3604,5,
3902,1434,2294,26,TN28BB2353,S K A Dairy,2026-08-03,MC,,,,,,,,
3779,1421,2295,27,AP16TH5494,Balaji Dairy,2026-08-03,BC,9110.35,9369.9950,4.140,8.540,387.9178,800.1976,5.1,
3909,1446,2296,27,TS08UB0037,ARVAIS Dairy(HYD),2026-08-04,BC,5989.30,6159.9951,4.300,8.390,264.8798,516.8236,5.0,
3910,1446,2296,27,TS08UB0037,ARVAIS Dairy(HYD),2026-08-04,FC,6883.81,7079.9986,4.300,8.510,304.4399,602.5079,5.0,
3777,1421,2295,27,AP16TH5494,Balaji Dairy,2026-08-03,FC,9946.52,10229.9958,4.080,8.550,417.3838,874.6646,4.8,
3911,1446,2296,27,TS08UB0037,ARVAIS Dairy(HYD),2026-08-04,MC,,,,,,,,
3778,1421,2295,27,AP16TH5494,Balaji Dairy,2026-08-03,MC,,,,,,,,
3936,1416,2297,29,AP39UX5014,Bathalapalli ,2026-08-03,BC,14088.48,14490.0017,3.920,8.200,568.0081,1188.1801,5.4,
3937,1416,2297,29,AP39UX5014,Bathalapalli ,2026-08-03,FC,8983.96,9240.0029,3.890,8.300,359.4361,766.9202,5.2,
